Noam Chomsky | Talks at Google,https://www.youtube.com/watch?v=Y3PwG4UoJ0Y&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Authors
@Google Presents: Daniel Kahneman,https://www.youtube.com/watch?v=CjVQJdIrDJ0&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Authors
"Ray Kurzweil ""How to Create a Mind"", Authors at Google",https://www.youtube.com/watch?v=zihTWh5i2C4&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Authors
Authors@Google: Junot Díaz,https://www.youtube.com/watch?v=I-tD45oj1ro&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Authors
Authors@Google: Joseph Stiglitz,https://www.youtube.com/watch?v=UzhD7KVs-R4&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Authors
Authors@Google: Salman Khan,https://www.youtube.com/watch?v=PhO2gshIVuE&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Authors
Authors@Google: Dan Ariely,https://www.youtube.com/watch?v=VZv--sm9XXU&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Authors
Authors@Google: Michael Bloomberg,https://www.youtube.com/watch?v=WsRpYXJMGIg&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Authors
"Nas, ""Illmatic XX"" | Talks at Google",https://www.youtube.com/watch?v=L_4tAafaUfs&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Musicians
Authors@Google: Jeffrey D. Sachs,https://www.youtube.com/watch?v=n3kzzVP2c7w&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Authors
"Nate Silver: ""The Signal and the Noise"", Authors at Google",https://www.youtube.com/watch?v=mYIgSq-ZWE0&list=UUbmNph6atAoGfqLoCL_duAg,FALSE,Authors
